model,val_loss,accuracy,precision,recall_sensitivity,specificity,f1,val_roc_auc,duration_seconds
densenet121,0.10382568360534358,0.9279176201372997,0.9897610921501706,0.9105180533751962,0.9746835443037974,0.9484873262469338,0.9839172280401937,741.3422631000012
